antibiotic	num_obs	res_prop	lab_derived_prop	train_prop	val_prop	n_fold	fit_penalty	fit_mixture	f1_score	log2_apop	bal_acc	mcc	date	bug	model	model_scale	model_drug	model_data	model_colors	model_shapes
imipenem	2199	0.46	1	0.6	0.2	NA	0.004641588834	1	0.81	0.97	0.83	0.83	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
kanamycin	82	0.93	1	0.6	0.2	NA	1.00E-04	0	1	0.1	NA	NA	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
levofloxacin	2009	0.79	1	0.6	0.2	NA	0.004641588834	0.8	0.95	0.33	0.89	0.89	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
meropenem	3520	0.33	1	0.6	0.2	NA	0.004641588834	0.4	0.79	1.4	0.84	0.85	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
minocycline	87	0.22	1	0.6	0.2	NA	0.0215443469	0.2	0.8	2.06	0.86	0.86	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
moxifloxacin	92	0.42	1	0.6	0.2	NA	1.00E-04	0	0.2	0.7	0.52	0.53	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
nalidixic acid	157	0.64	1	0.6	0.2	NA	1.00E-04	0	0.87	0.61	0.75	0.81	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
nitrofurantoin	1123	0.82	1	0.6	0.2	NA	0.00215443469	1	0.9	0.2	0.72	0.74	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
norfloxacin	186	0.15	1	0.6	0.2	NA	0.0215443469	0.2	0.75	2.47	0.8	0.88	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
piperacillin/tazobactam	2505	0.68	1	0.6	0.2	NA	0.04641588834	0	0.87	0.47	0.79	0.79	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
polymyxin B	233	0.21	1	0.6	0.2	NA	1.00E-04	0.2	0.76	2.02	0.82	0.85	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
streptomycin	74	0.69	1	0.6	0.2	NA	1.00E-04	1	0.9	0.45	0.91	0.88	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
tetracycline	1705	0.53	1	0.6	0.2	NA	0.1	0.2	0.76	0.58	0.72	0.72	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
ticarcillin/clavulanic acid	239	0.42	1	0.6	0.2	NA	1.00E-04	0	0.98	1.24	0.98	0.98	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
tigecycline	1114	0.23	1	0.6	0.2	NA	0.0215443469	0	0.61	1.26	0.73	0.74	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
tobramycin	2179	0.58	1	0.6	0.2	NA	1.00E-04	0	0.85	0.62	0.81	0.81	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
trimethoprim	251	0.44	1	0.6	0.2	NA	0.1	0.8	0.65	0.95	0.7	0.7	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
trimethoprim/sulfamethoxazole	3317	0.67	1	0.6	0.2	NA	0.004641588834	0.8	0.87	0.41	0.76	0.78	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
trimethoprim/sulfobactam	225	0.33	1	0.6	0.2	NA	1.00E-04	1	0.52	0.74	0.65	0.66	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
trimotheprim	127	0.72	1	0.6	0.2	NA	0.01	0.8	0.78	0.06	0.49	0.49	2025-05-24	Kpn	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
aminoglycosides	3860	0.56	1	0.6	0.2	NA	0.004641588834	1	0.82	0.65	0.81	0.8	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
amphenicols	342	0.7	1	0.6	0.2	NA	0.04641588834	1	0.89	0.47	0.78	0.8	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
carbapenems	3816	0.39	1	0.6	0.2	NA	0.0215443469	0.2	0.81	1.21	0.84	0.85	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
cephalosporins	2914	0.83	1	0.6	0.2	NA	0.0215443469	0.4	0.92	0.24	0.69	0.73	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
fluoroquinolones	3608	0.67	1	0.6	0.2	NA	0.01	0.4	0.93	0.55	0.89	0.89	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
monobactams	2289	0.83	1	0.6	0.2	NA	0.04641588834	0	0.93	0.22	0.69	0.75	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
nitrofuran-derivatives	1123	0.82	1	0.6	0.2	NA	0.04641588834	0	0.93	0.24	0.66	0.7	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
penicillins/beta-lactamase-inhibitor	2863	0.82	1	0.6	0.2	NA	0.01	0.6	0.93	0.26	0.78	0.8	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
phosphonic acid antibacterial	270	0.26	1	0.6	0.2	NA	0.0215443469	0.2	0.57	1.37	0.7	0.79	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
polymyxin	1422	0.23	1	0.6	0.2	NA	1.00E-04	0.2	0.57	1.09	0.72	0.72	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
quinolones	157	0.64	1	0.6	0.2	NA	1.00E-04	0	0.87	0.61	0.75	0.81	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
tetracyclines	2665	0.44	1	0.6	0.2	NA	1.00E-04	0.2	0.69	0.54	0.72	0.72	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
trimethoprim-derivatives	251	0.44	1	0.6	0.2	NA	0.1	0.8	0.65	0.95	0.7	0.7	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
trimethoprim/sulfonamides	3317	0.67	1	0.6	0.2	NA	0.0215443469	0.4	0.85	0.39	0.73	0.75	2025-05-23	Kpn	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
amikacin	2664	0.16	1	0.6	0.2	NA	0.01	0.2	0.76	2.34	0.84	0.86	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
aminogycosides	127	0.61	1	0.6	0.2	NA	0.04641588834	1	0.97	0.71	0.97	0.96	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
amoxicillin/clavulanic acid	864	0.79	1	0.6	0.2	NA	0.0215443469	0.6	0.95	0.33	0.83	0.88	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ampicillin/sulbactam	1897	0.87	1	0.6	0.2	NA	0.01	1	0.98	0.2	0.9	0.91	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
aztreonam	2289	0.82	1	0.6	0.2	NA	0.0215443469	0.6	0.96	0.24	0.85	0.88	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
beta-lactam	127	0.66	1	0.6	0.2	NA	0.1	0.8	0.9	0.57	0.91	0.89	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
carbenicillin	89	0.94	1	0.6	0.2	NA	1.00E-04	0	0.94	0.09	0.5	NA	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefazolin	2370	0.82	1	0.6	0.2	NA	1.00E-04	0.4	0.98	0.29	0.93	0.93	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefepime	2264	0.63	1	0.6	0.2	NA	0.04641588834	0.4	0.89	0.58	0.83	0.84	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefotaxime	1422	0.71	1	0.6	0.2	NA	0.0215443469	1	0.95	0.49	0.94	0.93	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefotetan	144	0.27	1	0.6	0.2	NA	1.00E-04	0.2	0.82	1.75	0.89	0.88	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefoxitin	2253	0.54	1	0.6	0.2	NA	0.04641588834	0.2	0.86	0.78	0.86	0.86	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefpodoxime	294	0.74	1	0.6	0.2	NA	1.00E-04	1	0.84	0.38	0.77	0.75	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefpodoxime_clavulanic_acid	188	0.87	1	0.6	0.2	NA	0.0215443469	0.4	0.91	0.19	0.57	0.61	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftazidime	3281	0.72	1	0.6	0.2	NA	0.004641588834	1	0.97	0.46	0.94	0.95	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftazidime/avibactam	327	0.25	1	0.6	0.2	NA	0.04641588834	0.6	0.9	1.91	0.91	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftolozane/tazobactam	147	0.62	1	0.6	0.2	NA	1.00E-04	0.2	0.92	0.68	0.91	0.9	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftriaxone	2340	0.82	1	0.6	0.2	NA	1.00E-04	0.4	0.99	0.29	0.98	0.97	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftriaxone/cefpodoxime	53	0.51	1	0.6	0.2	NA	1.00E-04	0.2	1	0.97	1	1	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefuroxime	1668	0.93	1	0.6	0.2	NA	0.0215443469	0.2	0.99	0.1	0.86	0.91	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cephalothin	168	0.79	1	0.6	0.2	NA	0.04641588834	0.6	0.91	0.33	0.73	0.78	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
chloramphenicol	329	0.69	1	0.6	0.2	NA	0.1	0.6	0.86	0.42	0.76	0.77	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ciprofloxacin	3558	0.68	1	0.6	0.2	NA	0.01	1	0.94	0.54	0.92	0.91	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
colistin	1266	0.23	1	0.6	0.2	NA	1.00E-04	0.2	0.65	1.71	0.78	0.78	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
doripenem	233	0.89	1	0.6	0.2	NA	0.1	1	0.92	0.05	0.5	NA	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
doxycycline	141	0.32	1	0.6	0.2	NA	0.04641588834	0.4	0.71	1.29	0.78	0.79	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ertapenem	1382	0.65	1	0.6	0.2	NA	0.0215443469	1	0.97	0.62	0.98	0.97	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
extended spectrum beta lactamase	403	0.42	1	0.6	0.2	NA	0.01	0.6	0.92	1.24	0.93	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
fluoroquinolones	127	0.57	1	0.6	0.2	NA	0.1	0.8	0.78	0.38	0.65	0.69	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
fosfomycin	270	0.26	1	0.6	0.2	NA	1.00E-04	0.8	0.52	1.39	0.68	0.72	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
gentamicin	3662	0.38	1	0.6	0.2	NA	0.01	1	0.92	1.34	0.93	0.93	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
imipenem	2199	0.46	1	0.6	0.2	NA	0.01	0.8	0.94	1.08	0.95	0.95	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
kanamycin	82	0.93	1	0.6	0.2	NA	1.00E-04	0	1	0.1	NA	NA	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
levofloxacin	2009	0.79	1	0.6	0.2	NA	1.00E-04	1	0.96	0.34	0.92	0.91	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
meropenem	3520	0.33	1	0.6	0.2	NA	0.01	0.8	0.92	1.54	0.93	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
minocycline	87	0.22	1	0.6	0.2	NA	0.1	0.2	0.91	2.18	0.96	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
moxifloxacin	92	0.42	1	0.6	0.2	NA	0.01	0.8	0.46	0.54	0.6	0.61	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
nalidixic acid	157	0.64	1	0.6	0.2	NA	0.1	0.8	0.77	0.46	0.58	0.6	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
nitrofurantoin	1123	0.82	1	0.6	0.2	NA	0.0215443469	0.4	0.92	0.24	0.77	0.8	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
norfloxacin	186	0.15	1	0.6	0.2	NA	1.00E-04	0	0.89	2.65	0.9	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
piperacillin/tazobactam	2505	0.68	1	0.6	0.2	NA	1.00E-04	0.6	0.91	0.51	0.87	0.87	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
polymyxin B	233	0.21	1	0.6	0.2	NA	1.00E-04	0.2	0.91	2.21	0.92	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
streptomycin	74	0.69	1	0.6	0.2	NA	1.00E-04	0.2	1	0.54	1	1	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
tetracycline	1705	0.53	1	0.6	0.2	NA	0.04641588834	0.4	0.81	0.8	0.81	0.81	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ticarcillin/clavulanic acid	239	0.42	1	0.6	0.2	NA	1.00E-04	0.2	0.93	1.24	0.95	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
tigecycline	1114	0.23	1	0.6	0.2	NA	0.04641588834	0.4	0.63	1.61	0.74	0.77	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
tobramycin	2179	0.58	1	0.6	0.2	NA	0.01	0.8	0.95	0.74	0.93	0.93	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
trimethoprim	251	0.44	1	0.6	0.2	NA	1.00E-04	0.4	0.93	1.16	0.94	0.94	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
trimethoprim/sulfamethoxazole	3317	0.67	1	0.6	0.2	NA	0.01	1	0.95	0.56	0.92	0.92	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
trimethoprim/sulfobactam	225	0.33	1	0.6	0.2	NA	0.04641588834	1	0.97	1.56	0.97	0.98	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
trimotheprim	127	0.72	1	0.6	0.2	NA	1.00E-04	0.2	0.83	0.22	0.59	0.61	2025-05-23	Kpn	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
aminoglycosides	3860	0.56	1	0.6	0.2	NA	0.01	0.6	0.91	0.78	0.9	0.9	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
amphenicols	342	0.7	1	0.6	0.2	NA	1.00E-04	0	0.93	0.49	0.87	0.88	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
carbapenems	3816	0.39	1	0.6	0.2	NA	1.00E-04	0.2	0.94	1.33	0.95	0.95	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
cephalosporins	2914	0.83	1	0.6	0.2	NA	0.0215443469	0.6	0.98	0.27	0.91	0.93	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
fluoroquinolones	3608	0.67	1	0.6	0.2	NA	0.01	0.6	0.96	0.56	0.93	0.93	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
monobactams	2289	0.83	1	0.6	0.2	NA	0.01	1	0.96	0.24	0.85	0.9	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
nitrofuran-derivatives	1123	0.82	1	0.6	0.2	NA	0.004641588834	0.8	0.93	0.26	0.73	0.75	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
penicillins/beta-lactamase-inhibitor	2863	0.82	1	0.6	0.2	NA	0.04641588834	0.2	0.96	0.27	0.85	0.89	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
phosphonic acid antibacterial	270	0.26	1	0.6	0.2	NA	1.00E-04	0.8	0.52	1.39	0.68	0.72	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
polymyxin	1422	0.23	1	0.6	0.2	NA	0.01	0.2	0.6	1.65	0.73	0.74	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
quinolones	157	0.64	1	0.6	0.2	NA	0.1	0.8	0.77	0.46	0.58	0.6	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
tetracyclines	2665	0.44	1	0.6	0.2	NA	0.01	0.4	0.77	0.97	0.79	0.8	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
trimethoprim-derivatives	251	0.44	1	0.6	0.2	NA	1.00E-04	0.4	0.93	1.16	0.94	0.94	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
trimethoprim/sulfonamides	3317	0.67	1	0.6	0.2	NA	0.004641588834	1	0.95	0.55	0.91	0.92	2025-05-23	Kpn	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
amikacin	694	0.18	1	0.6	0.2	NA	1.00E-04	1	0.49	1.81	0.68	0.69	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
aztreonam	217	0.49	1	0.6	0.2	NA	0.04641588834	0.8	0.63	0.63	0.67	0.67	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
cefepime	254	0.47	1	0.6	0.2	NA	0.0215443469	1	0.57	0.53	0.64	0.65	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
ceftazidime	829	0.46	1	0.6	0.2	NA	0.0215443469	0.8	0.7	0.69	0.73	0.73	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
ceftazidime/avibactam	282	0.46	1	0.6	0.2	NA	0.0215443469	0.6	0.62	0.82	0.68	0.68	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
ceftolozane/tazobactam	235	0.53	1	0.6	0.2	NA	0.1	0.8	0.73	0.7	0.73	0.73	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
ciprofloxacin	677	0.54	1	0.6	0.2	NA	0.04641588834	0.2	0.79	0.72	0.79	0.79	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
doripenem	68	0.71	1	0.6	0.2	NA	0.1	0.8	0.82	0.36	0.58	0.6	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
gentamicin	365	0.27	1	0.6	0.2	NA	0.04641588834	0.4	0.69	1.53	0.77	0.8	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
imipenem	449	0.51	1	0.6	0.2	NA	0.04641588834	0.2	0.75	0.7	0.75	0.75	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
levofloxacin	684	0.47	1	0.6	0.2	NA	0.0215443469	0.6	0.77	0.77	0.79	0.8	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
meropenem	835	0.55	1	0.6	0.2	NA	0.00215443469	0.4	0.7	0.41	0.67	0.67	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
piperacillin	143	0.17	1	0.6	0.2	NA	1.00E-04	0.2	0	-0.5	0.48	0.47	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
piperacillin/tazobactam	214	0.39	1	0.6	0.2	NA	1.00E-04	0	0.67	0.98	0.75	0.78	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
tobramycin	606	0.29	1	0.6	0.2	NA	0.1	0.2	0.75	1.5	0.8	0.85	2025-05-22	Pae	domain_acc_binary	domain	drug	acc_binary	#66a61e	24
aminoglycosides	1059	0.33	1	0.6	0.2	NA	0.04641588834	0	0.78	1.38	0.84	0.84	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
carbapenems	1068	0.54	1	0.6	0.2	NA	0.1	0.4	0.69	0.45	0.68	0.68	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
cephalosporins	261	0.49	1	0.6	0.2	NA	0.01	0.8	0.62	0.43	0.62	0.62	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
fluoroquinolones	1011	0.52	1	0.6	0.2	NA	0.04641588834	0.4	0.7	0.66	0.71	0.71	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
monobactams	217	0.49	1	0.6	0.2	NA	0.04641588834	0.8	0.63	0.63	0.67	0.67	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
penicillins	244	0.52	1	0.6	0.2	NA	1.00E-04	0	0.88	0.87	0.88	0.89	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
penicillins/beta-lactamase-inhibitor	218	0.41	1	0.6	0.2	NA	0.00215443469	1	0.6	0.66	0.69	0.71	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	0.2	NA	-Inf	0.5	NA	2025-05-21	Pae	domain_acc_binary_class	domain	drug_class	acc_binary	#66a61e	24
amikacin	694	0.18	1	0.6	0.2	NA	0.00215443469	1	0.5	1.98	0.67	0.73	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
aztreonam	217	0.49	1	0.6	0.2	NA	0.0215443469	0.6	0.65	0.47	0.67	0.67	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
cefepime	254	0.47	1	0.6	0.2	NA	0.1	0.8	0.68	0.42	0.7	0.7	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftazidime	829	0.46	1	0.6	0.2	NA	0.0215443469	0.4	0.72	0.82	0.75	0.76	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftazidime/avibactam	282	0.46	1	0.6	0.2	NA	1.00E-04	0.8	0.77	0.97	0.79	0.79	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ceftolozane/tazobactam	235	0.53	1	0.6	0.2	NA	0.04641588834	0.8	0.84	0.8	0.83	0.83	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
ciprofloxacin	677	0.54	1	0.6	0.2	NA	0.1	0.4	0.79	0.75	0.79	0.79	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
doripenem	68	0.71	1	0.6	0.2	NA	0.04641588834	1	0.82	0.29	0.58	0.6	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
gentamicin	365	0.27	1	0.6	0.2	NA	0.1	0.2	0.77	1.67	0.84	0.84	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
imipenem	449	0.51	1	0.6	0.2	NA	0.04641588834	0.2	0.81	0.79	0.8	0.8	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
levofloxacin	684	0.47	1	0.6	0.2	NA	0.1	0.4	0.75	0.85	0.78	0.79	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
meropenem	835	0.55	1	0.6	0.2	NA	0.1	0.8	0.66	0.47	0.62	0.62	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
piperacillin	143	0.17	1	0.6	0.2	NA	0.04641588834	0.2	0	-1.09	0.46	0.46	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
piperacillin/tazobactam	214	0.39	1	0.6	0.2	NA	1.00E-04	0	0.67	1	0.75	0.78	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
tobramycin	606	0.29	1	0.6	0.2	NA	0.01	0.8	0.7	1.53	0.77	0.83	2025-05-22	Pae	gene_acc_binary	gene	drug	acc_binary	#e6ab02	24
aminoglycosides	1059	0.33	1	0.6	0.2	NA	0.004641588834	1	0.84	1.48	0.88	0.89	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
carbapenems	1068	0.54	1	0.6	0.2	NA	0.004641588834	1	0.75	0.62	0.73	0.73	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
cephalosporins	261	0.49	1	0.6	0.2	NA	0.01	0.4	0.62	0.71	0.66	0.66	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
fluoroquinolones	1011	0.52	1	0.6	0.2	NA	0.1	0.6	0.72	0.71	0.75	0.75	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
monobactams	217	0.49	1	0.6	0.2	NA	0.0215443469	0.6	0.65	0.47	0.67	0.67	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
penicillins	244	0.52	1	0.6	0.2	NA	1.00E-04	0	0.94	0.9	0.94	0.94	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
penicillins/beta-lactamase-inhibitor	218	0.41	1	0.6	0.2	NA	1.00E-04	0.4	0.65	0.93	0.72	0.74	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
polymyxin	557	0.02	1	0.6	0.2	NA	1.00E-04	0	NA	-1	0.5	NA	2025-05-21	Pae	gene_acc_binary_class	gene	drug_class	acc_binary	#e6ab02	24
